epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,176.614,1.33414,1.05693,0.00704,0.85555,0.83212,0.88102,0.58739,1.38944,0.89494,0.00737,0.000487315,0.000487315,0.000487315
39,180.709,1.29602,1.08974,0.00698,0.82532,0.83173,0.86687,0.59727,1.30742,0.92383,0.00753,0.000479702,0.000479702,0.000479702
40,184.932,1.29346,1.03657,0.00732,0.81931,0.84958,0.86573,0.59564,1.25382,0.92706,0.00692,0.000472089,0.000472089,0.000472089
41,188.752,1.33079,1.09946,0.00655,0.85048,0.85254,0.87493,0.61275,1.21007,0.88385,0.00663,0.000464476,0.000464476,0.000464476
42,191.887,1.29393,1.03675,0.00646,0.8493,0.86937,0.88597,0.59767,1.35647,0.8715,0.00707,0.000456863,0.000456863,0.000456863
43,196.506,1.22763,0.97376,0.00663,0.82036,0.88812,0.87911,0.59266,1.37244,0.87848,0.00706,0.00044925,0.00044925,0.00044925
44,199.579,1.30256,1.12957,0.00784,0.8368,0.85196,0.86995,0.6107,1.2125,0.81249,0.00646,0.000441637,0.000441637,0.000441637
45,205.698,1.31001,1.1153,0.0067,0.82014,0.8491,0.8713,0.60495,1.21363,0.85511,0.00676,0.000434024,0.000434024,0.000434024
46,208.957,1.28084,0.99034,0.00684,0.84,0.8665,0.8872,0.58379,1.35979,0.83586,0.00701,0.000426411,0.000426411,0.000426411
47,218.382,1.32567,1.11084,0.00724,0.84086,0.86742,0.87957,0.5189,1.66381,0.89974,0.00851,0.000418797,0.000418797,0.000418797
48,222.802,1.24912,0.99863,0.00648,0.85538,0.85514,0.87445,0.57893,1.42378,0.85732,0.00746,0.000411184,0.000411184,0.000411184
49,225.84,1.15771,0.84488,0.00613,0.81569,0.86579,0.86983,0.58824,1.30739,0.85593,0.00686,0.000403571,0.000403571,0.000403571
50,231.196,1.33959,0.95159,0.00623,0.84709,0.86454,0.87101,0.609,1.15585,0.83021,0.00617,0.000395958,0.000395958,0.000395958
51,235.353,1.22356,0.97544,0.00634,0.83507,0.86165,0.87362,0.61485,1.14838,0.79114,0.0062,0.000388345,0.000388345,0.000388345
52,239.272,1.21115,0.89723,0.00652,0.84545,0.8559,0.87891,0.60977,1.23,0.82581,0.00641,0.000380732,0.000380732,0.000380732
53,244.564,1.32184,1.01889,0.00638,0.82524,0.84494,0.86894,0.60147,1.24258,0.83335,0.0067,0.000373119,0.000373119,0.000373119
54,250.453,1.22378,0.94728,0.00598,0.8286,0.84712,0.87026,0.60864,1.15583,0.82458,0.00611,0.000365506,0.000365506,0.000365506
55,254.153,1.17981,0.84738,0.00577,0.82935,0.8488,0.86863,0.60942,1.18374,0.82437,0.0064,0.000357893,0.000357893,0.000357893
56,257.21,1.17724,0.85327,0.00562,0.82162,0.8618,0.87761,0.61451,1.1855,0.82788,0.00646,0.00035028,0.00035028,0.00035028
57,261.589,1.17944,0.88757,0.00584,0.81113,0.87473,0.87895,0.6186,1.12124,0.81429,0.00592,0.000342666,0.000342666,0.000342666
58,265.105,1.15599,0.87573,0.0054,0.82798,0.82332,0.86596,0.61628,1.11071,0.81231,0.00579,0.000335053,0.000335053,0.000335053
59,268.375,1.18109,0.88304,0.00544,0.84721,0.82889,0.87187,0.62223,1.11211,0.77787,0.00592,0.00032744,0.00032744,0.00032744
60,271.82,1.20524,0.90613,0.0063,0.84337,0.83661,0.87693,0.61235,1.18023,0.79498,0.00612,0.000319827,0.000319827,0.000319827
61,277.088,1.21211,0.94253,0.00662,0.82485,0.85891,0.87691,0.62741,1.1209,0.78065,0.00588,0.000312214,0.000312214,0.000312214
62,284.362,1.17306,0.87369,0.0059,0.83991,0.84851,0.88246,0.63303,1.10171,0.76697,0.00588,0.000304601,0.000304601,0.000304601
63,287.451,1.23593,0.95381,0.00732,0.83874,0.8696,0.8831,0.6204,1.18492,0.79479,0.00603,0.000296988,0.000296988,0.000296988
64,291.474,1.18685,0.89334,0.00597,0.86751,0.86201,0.89156,0.60952,1.2677,0.76458,0.00645,0.000289375,0.000289375,0.000289375
65,295.691,1.22909,0.89062,0.00722,0.86834,0.87683,0.8941,0.61053,1.24251,0.75247,0.00633,0.000281762,0.000281762,0.000281762
66,301.116,1.10999,0.80913,0.00537,0.84176,0.88868,0.88826,0.59706,1.2556,0.74743,0.00648,0.000274148,0.000274148,0.000274148
67,305.763,1.17472,0.82956,0.00615,0.82021,0.89143,0.88588,0.60544,1.22978,0.76338,0.00637,0.000266535,0.000266535,0.000266535
68,308.854,1.20279,0.87149,0.00573,0.86588,0.84065,0.88411,0.62103,1.21047,0.77018,0.00634,0.000258922,0.000258922,0.000258922
69,311.917,1.15614,0.82156,0.00613,0.82783,0.86856,0.88019,0.62735,1.13148,0.75522,0.006,0.000251309,0.000251309,0.000251309
70,318.619,1.16622,0.85795,0.00582,0.8276,0.86099,0.8806,0.62611,1.12298,0.75439,0.00591,0.000243696,0.000243696,0.000243696
71,323.102,1.18246,0.81411,0.00571,0.8607,0.85008,0.88227,0.6128,1.1644,0.78419,0.00608,0.000236083,0.000236083,0.000236083
72,327.156,1.13528,0.74279,0.00539,0.85335,0.84493,0.8781,0.61638,1.14587,0.79086,0.00597,0.00022847,0.00022847,0.00022847
73,330.259,1.08873,0.73558,0.00522,0.85049,0.84814,0.87745,0.62006,1.14264,0.78114,0.00601,0.000220857,0.000220857,0.000220857
74,334.278,1.15667,0.85005,0.00589,0.84201,0.85979,0.87418,0.62566,1.10971,0.76542,0.00588,0.000213244,0.000213244,0.000213244
75,338.306,1.0975,0.87571,0.0057,0.8441,0.87175,0.87496,0.62424,1.12394,0.75176,0.00586,0.000205631,0.000205631,0.000205631
76,341.824,1.14751,0.83727,0.00576,0.83374,0.87677,0.87644,0.62549,1.12419,0.76001,0.00581,0.000198018,0.000198018,0.000198018
77,346.131,1.09956,0.76193,0.00538,0.84189,0.87491,0.8791,0.62855,1.11527,0.74068,0.00589,0.000190404,0.000190404,0.000190404
78,351.526,1.12418,0.7959,0.00546,0.82986,0.87228,0.88391,0.63328,1.10045,0.74417,0.00575,0.000182791,0.000182791,0.000182791
79,355.572,1.15263,0.79128,0.00569,0.81603,0.88191,0.88486,0.63502,1.1221,0.74297,0.00584,0.000175178,0.000175178,0.000175178
80,359.263,1.12797,0.82454,0.00563,0.82005,0.86994,0.8873,0.6299,1.14389,0.73239,0.0058,0.000167565,0.000167565,0.000167565
81,362.724,1.12072,0.7912,0.00549,0.81559,0.8731,0.88443,0.63086,1.12793,0.72839,0.00581,0.000159952,0.000159952,0.000159952
82,366.792,1.08665,0.78782,0.00538,0.8372,0.86911,0.88334,0.63912,1.08932,0.70969,0.00567,0.000152339,0.000152339,0.000152339
83,369.888,1.08515,0.79469,0.00579,0.81959,0.87184,0.8819,0.63865,1.08689,0.72174,0.00572,0.000144726,0.000144726,0.000144726
84,374.241,1.19093,0.91159,0.00601,0.8315,0.87138,0.88239,0.64123,1.09389,0.72747,0.00581,0.000137113,0.000137113,0.000137113
85,378.679,1.12568,0.80608,0.00587,0.8342,0.86751,0.8828,0.63865,1.09953,0.73159,0.00578,0.0001295,0.0001295,0.0001295
86,387.552,1.08819,0.8143,0.00559,0.81886,0.88632,0.88172,0.63411,1.11307,0.72664,0.00588,0.000121887,0.000121887,0.000121887
87,390.606,1.10551,0.75867,0.00548,0.82219,0.89563,0.8842,0.63241,1.13019,0.71808,0.00594,0.000114273,0.000114273,0.000114273
88,394.843,1.10254,0.76217,0.00554,0.82945,0.89275,0.88413,0.6344,1.11853,0.70774,0.00589,0.00010666,0.00010666,0.00010666
89,397.903,1.07542,0.76346,0.00474,0.83232,0.90192,0.88424,0.6404,1.10809,0.70498,0.00584,9.90472e-05,9.90472e-05,9.90472e-05
90,401.053,1.12605,0.85336,0.00563,0.82759,0.89158,0.88405,0.64204,1.11009,0.72311,0.00584,9.14341e-05,9.14341e-05,9.14341e-05
91,425.121,0.91333,0.52778,0.00495,0.829,0.89678,0.88667,0.64116,1.11398,0.71739,0.00579,8.3821e-05,8.3821e-05,8.3821e-05
92,428.641,0.94036,0.60473,0.00603,0.83192,0.88087,0.88533,0.63661,1.11797,0.71098,0.00587,7.62079e-05,7.62079e-05,7.62079e-05
93,432.176,0.9278,0.49522,0.00547,0.84789,0.85645,0.8837,0.63258,1.11678,0.72597,0.00579,6.85948e-05,6.85948e-05,6.85948e-05
94,436.189,0.96144,0.54918,0.00554,0.86656,0.85314,0.88224,0.6353,1.10767,0.72917,0.00582,6.09817e-05,6.09817e-05,6.09817e-05
95,440.2,0.92435,0.50552,0.00513,0.85776,0.85969,0.87999,0.63678,1.0948,0.73018,0.00575,5.33686e-05,5.33686e-05,5.33686e-05
96,444.208,0.91136,0.52134,0.00496,0.85669,0.85663,0.87714,0.63471,1.07504,0.71851,0.00566,4.57555e-05,4.57555e-05,4.57555e-05
97,448.224,0.96555,0.52863,0.00595,0.84415,0.85824,0.87724,0.6386,1.07079,0.7268,0.00566,3.81424e-05,3.81424e-05,3.81424e-05
98,452.22,0.94479,0.50455,0.00539,0.84423,0.86402,0.87676,0.63579,1.07319,0.72297,0.00572,3.05293e-05,3.05293e-05,3.05293e-05
99,456.049,0.90259,0.48558,0.00497,0.8459,0.86675,0.8754,0.6339,1.07078,0.72458,0.00572,2.29162e-05,2.29162e-05,2.29162e-05
100,459.571,0.92588,0.50983,0.00487,0.84942,0.8646,0.87498,0.63331,1.07048,0.7238,0.0057,1.53031e-05,1.53031e-05,1.53031e-05
