epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,610.794,1.10132,0.96191,0.00442,0.78866,0.81296,0.84321,0.60002,1.07834,0.87363,0.0061,0.00063704,0.00063704,0.00063704
28,630.431,1.07927,0.92934,0.00521,0.80386,0.80154,0.85107,0.59525,1.11017,0.8598,0.00617,0.000631964,0.000631964,0.000631964
29,652.324,1.0781,0.92389,0.00514,0.82483,0.81776,0.86623,0.61307,1.13856,0.84406,0.0066,0.000626889,0.000626889,0.000626889
30,678.501,1.05175,0.90398,0.00507,0.80611,0.86267,0.87714,0.61994,1.11215,0.81558,0.00627,0.000621813,0.000621813,0.000621813
31,706.551,1.01012,0.82728,0.00447,0.80379,0.85595,0.88561,0.62459,1.11606,0.83415,0.00637,0.000616738,0.000616738,0.000616738
32,730.316,1.0577,0.85358,0.00473,0.84503,0.82811,0.8877,0.61226,1.13265,0.77574,0.0063,0.000611663,0.000611663,0.000611663
33,752.735,1.06085,0.82309,0.0045,0.85258,0.80947,0.88708,0.62388,1.15387,0.76682,0.00683,0.000606587,0.000606587,0.000606587
34,774.001,1.07114,0.83181,0.005,0.79941,0.82416,0.88114,0.62689,1.07327,0.79463,0.00615,0.000601512,0.000601512,0.000601512
35,793.501,1.06741,0.86758,0.00477,0.81209,0.77774,0.87664,0.62728,1.08552,0.8206,0.00632,0.000596436,0.000596436,0.000596436
36,820.326,1.02373,0.79652,0.00506,0.83087,0.78732,0.87099,0.61959,1.08993,0.80668,0.00623,0.000591361,0.000591361,0.000591361
37,844.452,0.99375,0.77014,0.00409,0.81399,0.80255,0.87513,0.6252,1.08598,0.80446,0.00614,0.000586286,0.000586286,0.000586286
38,869.008,0.97548,0.70246,0.00385,0.8207,0.81105,0.87439,0.60014,1.14595,0.81306,0.00637,0.00058121,0.00058121,0.00058121
39,894.756,1.04852,0.73573,0.0054,0.84291,0.79444,0.86964,0.61641,1.09796,0.83704,0.00639,0.000576135,0.000576135,0.000576135
40,918.203,1.04747,0.75553,0.00709,0.81328,0.79615,0.87069,0.62416,1.06442,0.83859,0.00615,0.000571059,0.000571059,0.000571059
41,940.386,1.00764,0.7373,0.00479,0.81901,0.81081,0.86547,0.61252,1.08203,0.81856,0.00607,0.000565984,0.000565984,0.000565984
42,961.69,0.99957,0.74423,0.0044,0.79043,0.83866,0.85765,0.60611,1.0939,0.84746,0.00634,0.000560909,0.000560909,0.000560909
43,985.292,0.99837,0.72044,0.00489,0.85421,0.80184,0.85725,0.6074,1.10848,0.8665,0.00618,0.000555833,0.000555833,0.000555833
44,1004.81,0.99945,0.72981,0.00435,0.85601,0.80768,0.86119,0.6185,1.09801,0.83515,0.0063,0.000550758,0.000550758,0.000550758
45,1024.74,0.95835,0.69193,0.00409,0.843,0.85134,0.86598,0.61861,1.07161,0.80864,0.0061,0.000545682,0.000545682,0.000545682
46,1043.24,0.93972,0.69062,0.00397,0.85919,0.83266,0.86683,0.61521,1.09611,0.78626,0.00625,0.000540607,0.000540607,0.000540607
47,1063.53,0.93645,0.65758,0.00393,0.82695,0.86031,0.86497,0.6058,1.10313,0.78417,0.00613,0.000535532,0.000535532,0.000535532
48,1082.21,0.94401,0.64137,0.00462,0.82271,0.83309,0.87052,0.63009,1.0741,0.80754,0.00606,0.000530456,0.000530456,0.000530456
49,1102.54,0.91529,0.64488,0.00404,0.7961,0.852,0.86674,0.62616,1.08646,0.80099,0.00622,0.000525381,0.000525381,0.000525381
50,1120.27,0.93179,0.62415,0.00424,0.80176,0.8448,0.86601,0.62151,1.06477,0.77538,0.006,0.000520305,0.000520305,0.000520305
51,1136.3,0.94947,0.68687,0.004,0.80298,0.86488,0.87087,0.63223,1.04472,0.74376,0.00573,0.00051523,0.00051523,0.00051523
52,1154.46,0.9352,0.6414,0.00409,0.80237,0.86429,0.88119,0.62525,1.07968,0.7383,0.00586,0.000510155,0.000510155,0.000510155
53,1172.98,0.93078,0.60543,0.00392,0.83896,0.85946,0.88104,0.64163,1.06045,0.73499,0.00587,0.000505079,0.000505079,0.000505079
54,1193.25,0.92804,0.60335,0.00405,0.87378,0.82891,0.88085,0.63887,1.05787,0.76375,0.00598,0.000500004,0.000500004,0.000500004
55,1212.21,0.88074,0.57295,0.0038,0.86621,0.80878,0.88098,0.64112,1.02096,0.75352,0.00582,0.000494928,0.000494928,0.000494928
56,1229.2,0.90395,0.59892,0.00372,0.86797,0.80669,0.87853,0.63063,1.05298,0.75095,0.00595,0.000489853,0.000489853,0.000489853
57,1247.29,0.91189,0.61895,0.00403,0.83591,0.84777,0.87784,0.6305,1.05227,0.74278,0.00606,0.000484778,0.000484778,0.000484778
58,1266.66,0.89958,0.60544,0.00405,0.80538,0.85418,0.86496,0.61601,1.07093,0.79159,0.00614,0.000479702,0.000479702,0.000479702
59,1285.29,0.88081,0.59222,0.0035,0.79266,0.86951,0.86439,0.62062,1.07054,0.76867,0.00617,0.000474627,0.000474627,0.000474627
60,1307.57,0.93271,0.62,0.00404,0.8281,0.82165,0.86531,0.62536,1.06284,0.75077,0.00598,0.000469551,0.000469551,0.000469551
61,1326.89,0.89636,0.62809,0.00383,0.79268,0.85202,0.86442,0.62516,1.05028,0.76254,0.00581,0.000464476,0.000464476,0.000464476
62,1345.35,0.90106,0.61247,0.00395,0.80889,0.84338,0.87079,0.63592,1.03402,0.76115,0.00573,0.000459401,0.000459401,0.000459401
63,1363.85,0.91365,0.55756,0.00407,0.84847,0.83904,0.87907,0.63349,1.05668,0.74345,0.00591,0.000454325,0.000454325,0.000454325
64,1380.72,0.88619,0.59861,0.00406,0.86635,0.83747,0.89282,0.63408,1.07399,0.71544,0.00603,0.00044925,0.00044925,0.00044925
65,1397.76,0.91456,0.61842,0.00458,0.81278,0.85726,0.89205,0.63924,1.05154,0.74689,0.00584,0.000444174,0.000444174,0.000444174
66,1416.69,0.8872,0.58903,0.00375,0.82118,0.83178,0.88954,0.64662,1.05646,0.74652,0.00592,0.000439099,0.000439099,0.000439099
67,1435.48,0.86164,0.57091,0.00411,0.83935,0.83,0.88383,0.6445,1.03258,0.70598,0.00579,0.000434024,0.000434024,0.000434024
68,1454.89,0.85491,0.56604,0.00405,0.84722,0.85214,0.88734,0.6513,1.0292,0.71286,0.00566,0.000428948,0.000428948,0.000428948
69,1474.66,0.84157,0.55305,0.0035,0.88496,0.78964,0.89021,0.65377,1.03765,0.74493,0.00597,0.000423873,0.000423873,0.000423873
70,1490.45,0.86562,0.56426,0.00391,0.84952,0.83371,0.88755,0.65122,1.05357,0.7099,0.00613,0.000418797,0.000418797,0.000418797
71,1507.45,0.87449,0.54258,0.0035,0.88073,0.81972,0.8804,0.63881,1.08673,0.72334,0.00629,0.000413722,0.000413722,0.000413722
72,1524.66,0.88523,0.5632,0.00383,0.8498,0.83131,0.86737,0.63735,1.04634,0.74894,0.00597,0.000408647,0.000408647,0.000408647
73,1540.78,0.86433,0.54432,0.00331,0.78025,0.86352,0.85638,0.63004,1.03492,0.74328,0.00593,0.000403571,0.000403571,0.000403571
74,1561.15,0.91856,0.5739,0.00356,0.78727,0.88884,0.86159,0.63001,1.02894,0.71393,0.00593,0.000398496,0.000398496,0.000398496
75,1579.23,0.84834,0.53984,0.00351,0.84225,0.83604,0.86729,0.63343,1.03904,0.72946,0.0059,0.00039342,0.00039342,0.00039342
76,1607.62,0.90197,0.61643,0.00498,0.84425,0.85976,0.87358,0.63936,1.04107,0.72015,0.00596,0.000388345,0.000388345,0.000388345
77,1637.69,0.84487,0.52573,0.00347,0.84376,0.8505,0.87541,0.64773,1.02877,0.72545,0.00577,0.00038327,0.00038327,0.00038327
78,1666.45,0.81554,0.48507,0.00358,0.86052,0.83189,0.86722,0.64017,1.01274,0.7356,0.00571,0.000378194,0.000378194,0.000378194
79,1687.82,0.85982,0.54047,0.00374,0.82657,0.85305,0.86692,0.63864,1.03269,0.72385,0.0057,0.000373119,0.000373119,0.000373119
80,1709.46,0.80253,0.52008,0.00353,0.80007,0.85295,0.86665,0.63202,1.04741,0.73099,0.00584,0.000368043,0.000368043,0.000368043
81,1732.59,0.84001,0.50691,0.00383,0.83275,0.86838,0.87263,0.63578,1.05111,0.73002,0.00592,0.000362968,0.000362968,0.000362968
82,1761.01,0.80313,0.49982,0.00379,0.82836,0.8502,0.87145,0.6354,1.04375,0.70646,0.00588,0.000357893,0.000357893,0.000357893
83,1790.13,0.82963,0.52521,0.00384,0.82162,0.86556,0.8825,0.64439,1.04593,0.71794,0.00595,0.000352817,0.000352817,0.000352817
84,1812.19,0.80569,0.5119,0.00346,0.81573,0.87648,0.87674,0.63719,1.05019,0.68874,0.00592,0.000347742,0.000347742,0.000347742
85,1834.87,0.79753,0.50416,0.00348,0.84028,0.86752,0.86974,0.63321,1.0265,0.70119,0.00576,0.000342666,0.000342666,0.000342666
86,1856.31,0.8664,0.5723,0.00494,0.85718,0.85681,0.87509,0.64066,1.0294,0.70349,0.00569,0.000337591,0.000337591,0.000337591
87,1879.32,0.82321,0.49104,0.00366,0.83935,0.86527,0.87157,0.63808,1.01607,0.67926,0.0056,0.000332516,0.000332516,0.000332516
88,1904.46,0.78813,0.48899,0.00336,0.83477,0.86517,0.86602,0.64191,1.00489,0.71129,0.00556,0.00032744,0.00032744,0.00032744
89,1934.66,0.79022,0.48229,0.0034,0.83881,0.84339,0.87515,0.64591,1.02757,0.7017,0.00554,0.000322365,0.000322365,0.000322365
