epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1203.75,1.13683,1.05144,0.00551,0.80302,0.82113,0.83993,0.61068,1.1326,0.91384,0.00673,0.000672567,0.000672567,0.000672567
21,1259.57,1.09668,0.96048,0.00543,0.79837,0.82152,0.83173,0.60339,1.11294,0.97422,0.00627,0.000667492,0.000667492,0.000667492
22,1314.99,1.14595,0.95749,0.0056,0.83289,0.81849,0.85405,0.58249,1.21841,0.94351,0.00711,0.000662417,0.000662417,0.000662417
23,1372.48,1.16695,0.9469,0.00536,0.8373,0.79128,0.85061,0.59775,1.13848,0.91913,0.00645,0.000657341,0.000657341,0.000657341
24,1430.26,1.09159,0.93251,0.005,0.83093,0.80425,0.85675,0.6025,1.12178,0.91066,0.00625,0.000652266,0.000652266,0.000652266
25,1487.18,1.07741,0.8412,0.00463,0.84694,0.80148,0.86903,0.60343,1.15916,0.90957,0.00657,0.00064719,0.00064719,0.00064719
26,1545.56,1.08243,0.79773,0.00453,0.80642,0.8236,0.86452,0.60433,1.12661,0.91485,0.00628,0.000642115,0.000642115,0.000642115
27,1599.83,1.05698,0.87635,0.00469,0.82955,0.84184,0.8587,0.58819,1.16829,0.87871,0.00642,0.00063704,0.00063704,0.00063704
28,1656.72,1.02068,0.84243,0.00475,0.84056,0.85452,0.87241,0.60644,1.15187,0.87696,0.00652,0.000631964,0.000631964,0.000631964
29,1709.66,1.13351,0.9805,0.00545,0.86296,0.82285,0.87385,0.61302,1.12502,0.81634,0.00613,0.000626889,0.000626889,0.000626889
30,1764.64,1.04309,0.78196,0.00413,0.81481,0.83951,0.86594,0.62001,1.09429,0.90049,0.00607,0.000621813,0.000621813,0.000621813
31,1820.41,1.04816,0.78427,0.00437,0.85726,0.83276,0.86938,0.61603,1.09362,0.83072,0.00605,0.000616738,0.000616738,0.000616738
32,1875.94,1.05183,0.82346,0.00545,0.84377,0.86652,0.88446,0.64019,1.03516,0.76368,0.00574,0.000611663,0.000611663,0.000611663
33,1933.9,0.96429,0.77983,0.00424,0.80099,0.88435,0.88422,0.63483,1.04439,0.77228,0.00573,0.000606587,0.000606587,0.000606587
34,1989.86,0.99716,0.71386,0.00426,0.86398,0.82392,0.88044,0.63452,1.04399,0.79217,0.00581,0.000601512,0.000601512,0.000601512
35,2045.81,1.0035,0.73743,0.00489,0.81958,0.83391,0.87197,0.62673,1.0701,0.79367,0.0058,0.000596436,0.000596436,0.000596436
36,2102.83,1.00564,0.75588,0.00471,0.82673,0.82954,0.87463,0.6166,1.09719,0.76165,0.00596,0.000591361,0.000591361,0.000591361
37,2160.32,0.99634,0.64062,0.00392,0.82008,0.86899,0.87098,0.62469,1.07091,0.76864,0.0058,0.000586286,0.000586286,0.000586286
38,2215.08,0.9754,0.66155,0.00474,0.84855,0.84735,0.88062,0.63605,1.0565,0.77767,0.00567,0.00058121,0.00058121,0.00058121
39,2271.05,0.99483,0.68832,0.00468,0.79701,0.87645,0.87412,0.63996,1.06568,0.78012,0.00605,0.000576135,0.000576135,0.000576135
40,2325.69,1.00222,0.64943,0.00487,0.88132,0.82583,0.88177,0.64226,1.04072,0.76955,0.00561,0.000571059,0.000571059,0.000571059
41,2378.37,0.99883,0.67125,0.00502,0.85529,0.83475,0.87183,0.62562,1.0407,0.79718,0.00576,0.000565984,0.000565984,0.000565984
42,2460.61,0.95471,0.60041,0.00392,0.85622,0.86373,0.88292,0.62814,1.07546,0.74172,0.00603,0.000560909,0.000560909,0.000560909
43,2530.01,0.97466,0.6452,0.00445,0.83428,0.8613,0.88502,0.63555,1.04991,0.72428,0.006,0.000555833,0.000555833,0.000555833
44,2594.42,0.99238,0.66864,0.00487,0.88459,0.85515,0.88786,0.63698,1.03944,0.72665,0.00558,0.000550758,0.000550758,0.000550758
45,2655.81,0.92823,0.56889,0.0041,0.88444,0.87514,0.8913,0.64471,1.06449,0.71819,0.00574,0.000545682,0.000545682,0.000545682
46,2715.88,0.94731,0.57231,0.00408,0.86065,0.87604,0.88616,0.64308,1.0736,0.72866,0.00589,0.000540607,0.000540607,0.000540607
47,2773.11,0.94116,0.61806,0.00415,0.88871,0.8472,0.89266,0.64707,1.02833,0.71049,0.00559,0.000535532,0.000535532,0.000535532
48,2830.03,0.91344,0.59896,0.004,0.85095,0.87824,0.89346,0.64641,1.01517,0.74225,0.0055,0.000530456,0.000530456,0.000530456
49,2887.04,0.97203,0.71833,0.00567,0.85578,0.85897,0.88287,0.64402,1.08435,0.73643,0.00612,0.000525381,0.000525381,0.000525381
50,2942.17,0.93877,0.58542,0.00383,0.8863,0.84507,0.88642,0.6369,1.05982,0.70375,0.00591,0.000520305,0.000520305,0.000520305
51,2999.48,0.94249,0.59255,0.00398,0.84388,0.84185,0.88072,0.64286,1.02221,0.70853,0.00581,0.00051523,0.00051523,0.00051523
52,3062.44,0.89431,0.53179,0.00351,0.88575,0.83535,0.88846,0.65725,1.01495,0.68469,0.00577,0.000510155,0.000510155,0.000510155
53,3126.73,0.93768,0.54905,0.00377,0.88891,0.82608,0.8931,0.65341,1.01908,0.69736,0.00558,0.000505079,0.000505079,0.000505079
54,3189.21,0.90687,0.56284,0.00394,0.84913,0.86832,0.89225,0.65326,1.02632,0.63853,0.00555,0.000500004,0.000500004,0.000500004
55,3256.78,0.85178,0.51539,0.00318,0.84066,0.87098,0.89281,0.65951,0.99848,0.63464,0.00543,0.000494928,0.000494928,0.000494928
56,3314.23,0.88132,0.49247,0.00338,0.82826,0.89261,0.8881,0.64729,1.01089,0.66574,0.00543,0.000489853,0.000489853,0.000489853
57,3370.8,0.88968,0.62023,0.00446,0.84154,0.87752,0.88824,0.63617,1.04502,0.68899,0.00585,0.000484778,0.000484778,0.000484778
58,3428.21,0.83999,0.48311,0.00388,0.84373,0.85572,0.88,0.63605,1.04496,0.70537,0.00571,0.000479702,0.000479702,0.000479702
59,3484.53,0.84992,0.50558,0.00376,0.86194,0.85019,0.88523,0.65355,1.01804,0.68481,0.00561,0.000474627,0.000474627,0.000474627
60,3540.04,0.87863,0.53279,0.00407,0.88028,0.87385,0.89511,0.65479,1.03141,0.68487,0.00574,0.000469551,0.000469551,0.000469551
61,3598.08,0.8769,0.49453,0.00368,0.89883,0.83793,0.89073,0.65269,1.05128,0.70527,0.00598,0.000464476,0.000464476,0.000464476
62,3653.36,0.89486,0.55497,0.00445,0.85915,0.8759,0.88928,0.65447,1.04647,0.69532,0.00591,0.000459401,0.000459401,0.000459401
63,3708.43,0.89163,0.52885,0.00374,0.89821,0.84996,0.89795,0.66296,1.06138,0.66837,0.00612,0.000454325,0.000454325,0.000454325
64,3763.37,0.81921,0.50667,0.00393,0.89054,0.83339,0.89319,0.66379,1.02481,0.69757,0.0057,0.00044925,0.00044925,0.00044925
65,3821.54,0.9381,0.52521,0.00411,0.88214,0.85518,0.89586,0.65812,1.04665,0.72966,0.00593,0.000444174,0.000444174,0.000444174
66,3876.94,0.89186,0.51827,0.00536,0.85426,0.8632,0.89568,0.64168,1.06224,0.73467,0.00588,0.000439099,0.000439099,0.000439099
67,3932.79,0.87103,0.5301,0.00375,0.86767,0.85172,0.89418,0.6434,1.03883,0.69729,0.00575,0.000434024,0.000434024,0.000434024
68,3987.91,0.83924,0.48342,0.00362,0.8695,0.86921,0.89932,0.66039,1.03464,0.68635,0.00578,0.000428948,0.000428948,0.000428948
69,4042.44,0.82733,0.48258,0.00352,0.89473,0.87106,0.91386,0.67418,1.04031,0.66706,0.00579,0.000423873,0.000423873,0.000423873
70,4099.82,0.86993,0.53388,0.00343,0.91686,0.84089,0.90756,0.67278,1.01982,0.70007,0.00548,0.000418797,0.000418797,0.000418797
71,4156.65,0.81252,0.43853,0.00317,0.90139,0.86155,0.91404,0.67912,1.01714,0.69258,0.00557,0.000413722,0.000413722,0.000413722
72,4214.29,0.8167,0.45252,0.00319,0.91352,0.86089,0.91236,0.67587,1.00134,0.67726,0.00546,0.000408647,0.000408647,0.000408647
73,4269.72,0.81268,0.48783,0.00335,0.87339,0.88819,0.91489,0.67875,0.98922,0.65652,0.00526,0.000403571,0.000403571,0.000403571
74,4324.13,0.80079,0.46283,0.00377,0.90051,0.86029,0.9047,0.66673,1.0242,0.64129,0.00552,0.000398496,0.000398496,0.000398496
75,4379.73,0.78743,0.44778,0.00334,0.86267,0.88495,0.89977,0.66985,1.01258,0.65009,0.00546,0.00039342,0.00039342,0.00039342
76,4437.85,0.79936,0.47264,0.00432,0.86411,0.86793,0.88588,0.64713,1.04977,0.66511,0.00572,0.000388345,0.000388345,0.000388345
77,4494.65,0.78157,0.44125,0.0033,0.86449,0.86576,0.88221,0.64626,1.04318,0.68454,0.00569,0.00038327,0.00038327,0.00038327
78,4549.63,0.80238,0.45107,0.00346,0.88879,0.86149,0.89658,0.65742,1.02779,0.66823,0.0056,0.000378194,0.000378194,0.000378194
79,4606.19,0.8384,0.49098,0.00449,0.88255,0.84476,0.89643,0.66101,1.02699,0.67183,0.00562,0.000373119,0.000373119,0.000373119
80,4661.48,0.78408,0.49405,0.0041,0.83339,0.88915,0.89361,0.66025,1.01151,0.68775,0.00555,0.000368043,0.000368043,0.000368043
81,4716.32,0.79,0.44793,0.00308,0.85838,0.86663,0.89361,0.66001,1.01054,0.72495,0.00566,0.000362968,0.000362968,0.000362968
82,4774.25,0.80678,0.45085,0.00424,0.8475,0.85959,0.89531,0.65959,1.02302,0.71129,0.00584,0.000357893,0.000357893,0.000357893
83,4829.85,0.74376,0.40749,0.00335,0.83943,0.87219,0.89847,0.66208,1.02199,0.68443,0.00588,0.000352817,0.000352817,0.000352817
84,4885.43,0.7451,0.43264,0.00342,0.84703,0.87734,0.89438,0.65849,1.02488,0.69445,0.00581,0.000347742,0.000347742,0.000347742
85,4939.59,0.7379,0.42359,0.00344,0.85366,0.88242,0.89799,0.6641,1.02991,0.66159,0.00595,0.000342666,0.000342666,0.000342666
86,4994.31,0.75185,0.42061,0.00295,0.86608,0.8643,0.89815,0.66838,1.02626,0.69166,0.00577,0.000337591,0.000337591,0.000337591
87,5046.44,0.76677,0.42622,0.00329,0.81662,0.91009,0.90075,0.66776,1.01878,0.66969,0.00562,0.000332516,0.000332516,0.000332516
88,5112.5,0.74814,0.40426,0.00321,0.85524,0.89842,0.90663,0.66959,0.99865,0.64937,0.00543,0.00032744,0.00032744,0.00032744
89,5176.11,0.76349,0.428,0.00358,0.85676,0.89979,0.90731,0.6711,0.99873,0.66359,0.00534,0.000322365,0.000322365,0.000322365
90,5234.3,0.77368,0.44006,0.00332,0.84542,0.89823,0.90671,0.66924,1.00675,0.66503,0.00544,0.000317289,0.000317289,0.000317289
91,5293.79,0.72114,0.39595,0.00302,0.88278,0.86362,0.90228,0.66767,1.00506,0.67847,0.00547,0.000312214,0.000312214,0.000312214
