epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,93.7786,1.10274,0.76797,0.00448,0.78379,0.82483,0.82703,0.5665,1.14717,0.83394,0.00578,0.000418797,0.000418797,0.000418797
48,95.4685,1.04777,0.74036,0.00438,0.79635,0.81477,0.82784,0.57474,1.15255,0.82346,0.0058,0.000411184,0.000411184,0.000411184
49,97.1376,1.09531,0.78147,0.00424,0.81153,0.82367,0.83336,0.58357,1.14749,0.77402,0.00585,0.000403571,0.000403571,0.000403571
50,98.8368,1.0569,0.75379,0.00432,0.79701,0.79173,0.82221,0.58157,1.13585,0.79781,0.0057,0.000395958,0.000395958,0.000395958
51,100.516,1.07653,0.73913,0.00397,0.82437,0.78087,0.82241,0.58293,1.17206,0.80144,0.00593,0.000388345,0.000388345,0.000388345
52,102.194,1.07672,0.80162,0.00442,0.79933,0.80986,0.8282,0.59021,1.11919,0.76309,0.00576,0.000380732,0.000380732,0.000380732
53,103.906,1.05131,0.69805,0.00435,0.8408,0.80523,0.83734,0.58927,1.11657,0.7483,0.00575,0.000373119,0.000373119,0.000373119
54,105.569,1.04624,0.71094,0.00406,0.82049,0.80829,0.83504,0.59391,1.09646,0.75244,0.00564,0.000365506,0.000365506,0.000365506
55,107.257,1.04639,0.69565,0.00429,0.80017,0.83232,0.83243,0.5894,1.11079,0.7331,0.00579,0.000357893,0.000357893,0.000357893
56,108.918,1.01912,0.68293,0.00418,0.80694,0.83395,0.83726,0.59264,1.12833,0.72684,0.00583,0.00035028,0.00035028,0.00035028
57,110.567,1.05156,0.71172,0.00438,0.7952,0.84204,0.83986,0.59972,1.08819,0.72427,0.00575,0.000342666,0.000342666,0.000342666
58,112.265,1.06494,0.71567,0.00441,0.80428,0.84817,0.84436,0.60127,1.09485,0.71714,0.00575,0.000335053,0.000335053,0.000335053
59,113.962,1.09406,0.72093,0.00413,0.81071,0.8041,0.8455,0.60626,1.07533,0.72877,0.00557,0.00032744,0.00032744,0.00032744
60,115.657,1.03395,0.67786,0.00399,0.81672,0.82664,0.84303,0.60205,1.10694,0.73325,0.0059,0.000319827,0.000319827,0.000319827
61,117.322,1.00955,0.66521,0.00401,0.82571,0.82342,0.83949,0.60182,1.1009,0.7257,0.00576,0.000312214,0.000312214,0.000312214
62,118.977,1.02812,0.68144,0.00401,0.81583,0.82778,0.84513,0.60385,1.10038,0.70947,0.00574,0.000304601,0.000304601,0.000304601
63,120.637,1.01496,0.66085,0.00392,0.84796,0.81333,0.85134,0.60579,1.10752,0.72425,0.00582,0.000296988,0.000296988,0.000296988
64,122.328,1.00503,0.67382,0.00398,0.84684,0.83812,0.86216,0.60309,1.1076,0.70817,0.0058,0.000289375,0.000289375,0.000289375
65,124.034,1.03278,0.6784,0.00382,0.86941,0.83666,0.87235,0.6063,1.10506,0.72051,0.00586,0.000281762,0.000281762,0.000281762
66,125.773,1.02161,0.64566,0.00378,0.83622,0.85339,0.86896,0.62126,1.08412,0.70354,0.00562,0.000274148,0.000274148,0.000274148
67,127.84,1.04091,0.69018,0.00399,0.80996,0.87577,0.87251,0.61495,1.1029,0.69457,0.00578,0.000266535,0.000266535,0.000266535
68,129.972,0.99269,0.65995,0.00388,0.88806,0.82161,0.87424,0.62201,1.09929,0.67749,0.00581,0.000258922,0.000258922,0.000258922
69,132.574,0.97135,0.65029,0.00402,0.87931,0.82111,0.87004,0.61613,1.10718,0.69718,0.00603,0.000251309,0.000251309,0.000251309
70,134.714,0.97682,0.63516,0.00388,0.87241,0.82068,0.86301,0.61166,1.09812,0.69846,0.00591,0.000243696,0.000243696,0.000243696
71,136.826,0.99399,0.65107,0.00391,0.7884,0.85644,0.85212,0.60179,1.09857,0.71527,0.00581,0.000236083,0.000236083,0.000236083
72,138.958,0.98355,0.60396,0.00374,0.81539,0.86151,0.85048,0.60269,1.10554,0.73736,0.00567,0.00022847,0.00022847,0.00022847
73,141.09,0.99842,0.66599,0.00358,0.81761,0.86203,0.85231,0.59961,1.09174,0.72047,0.00558,0.000220857,0.000220857,0.000220857
74,143.224,0.9853,0.61628,0.00384,0.80613,0.86072,0.8499,0.60563,1.07868,0.69873,0.00539,0.000213244,0.000213244,0.000213244
75,145.359,0.96032,0.61798,0.00403,0.84883,0.82482,0.85558,0.60701,1.09877,0.68545,0.0056,0.000205631,0.000205631,0.000205631
76,147.725,1.01184,0.65452,0.00393,0.86782,0.82048,0.86341,0.6096,1.10325,0.67157,0.00567,0.000198018,0.000198018,0.000198018
77,149.388,0.96738,0.61041,0.00391,0.8378,0.8385,0.85781,0.60637,1.08962,0.68484,0.00554,0.000190404,0.000190404,0.000190404
78,151.043,0.9533,0.56223,0.00355,0.87634,0.80142,0.85472,0.60539,1.09271,0.69864,0.00562,0.000182791,0.000182791,0.000182791
79,152.694,0.95467,0.60427,0.00385,0.85376,0.81604,0.85699,0.60735,1.09706,0.70095,0.00574,0.000175178,0.000175178,0.000175178
80,154.351,0.95721,0.58226,0.00362,0.83496,0.84548,0.8598,0.61514,1.10197,0.68899,0.00585,0.000167565,0.000167565,0.000167565
81,156.006,0.9602,0.61293,0.00407,0.84977,0.8428,0.86303,0.62212,1.08357,0.68815,0.00569,0.000159952,0.000159952,0.000159952
82,157.717,0.94982,0.59194,0.00343,0.82724,0.86182,0.85971,0.6165,1.07906,0.68376,0.00557,0.000152339,0.000152339,0.000152339
83,159.371,0.96253,0.63175,0.00366,0.83464,0.85588,0.86181,0.61754,1.08113,0.68495,0.00554,0.000144726,0.000144726,0.000144726
84,161.034,0.92414,0.5809,0.00358,0.83712,0.84886,0.86439,0.61869,1.08553,0.68295,0.00555,0.000137113,0.000137113,0.000137113
85,162.687,0.93744,0.57013,0.00371,0.83036,0.84731,0.86177,0.62152,1.0835,0.68401,0.0055,0.0001295,0.0001295,0.0001295
86,164.342,0.94382,0.58972,0.00351,0.83298,0.8494,0.86038,0.61921,1.08056,0.68474,0.00546,0.000121887,0.000121887,0.000121887
87,166.018,0.93526,0.57502,0.00364,0.84882,0.84655,0.86235,0.62048,1.09159,0.68432,0.00549,0.000114273,0.000114273,0.000114273
88,167.68,0.94209,0.60079,0.00362,0.84744,0.86319,0.86359,0.62573,1.08431,0.68229,0.00549,0.00010666,0.00010666,0.00010666
89,169.365,0.92948,0.57748,0.00351,0.84997,0.85147,0.86605,0.62506,1.06962,0.68243,0.00544,9.90472e-05,9.90472e-05,9.90472e-05
90,171.027,0.92867,0.55824,0.00346,0.84075,0.84962,0.86986,0.62316,1.07251,0.67211,0.00548,9.14341e-05,9.14341e-05,9.14341e-05
91,189.102,0.85422,0.48397,0.00394,0.829,0.85829,0.86858,0.62293,1.0693,0.67659,0.0055,8.3821e-05,8.3821e-05,8.3821e-05
92,190.742,0.82144,0.46039,0.00367,0.83701,0.84715,0.86657,0.61709,1.06955,0.69668,0.00548,7.62079e-05,7.62079e-05,7.62079e-05
93,192.344,0.81663,0.44079,0.00375,0.85216,0.83262,0.86398,0.61701,1.07479,0.70163,0.00549,6.85948e-05,6.85948e-05,6.85948e-05
94,193.937,0.82209,0.45184,0.00376,0.85367,0.83591,0.86588,0.62115,1.06873,0.70033,0.00545,6.09817e-05,6.09817e-05,6.09817e-05
95,195.531,0.82996,0.45079,0.00371,0.8512,0.84438,0.86518,0.62488,1.06746,0.70006,0.00543,5.33686e-05,5.33686e-05,5.33686e-05
96,197.145,0.81885,0.4636,0.00355,0.86651,0.83712,0.86542,0.62093,1.0657,0.70108,0.00544,4.57555e-05,4.57555e-05,4.57555e-05
97,198.738,0.84728,0.49094,0.00441,0.85989,0.84375,0.86609,0.62181,1.07154,0.69244,0.00548,3.81424e-05,3.81424e-05,3.81424e-05
98,200.333,0.81676,0.44596,0.00361,0.85455,0.84657,0.86844,0.62395,1.06302,0.69162,0.00545,3.05293e-05,3.05293e-05,3.05293e-05
99,201.932,0.80718,0.45034,0.00369,0.85448,0.85139,0.86784,0.62145,1.06464,0.6888,0.00544,2.29162e-05,2.29162e-05,2.29162e-05
100,203.53,0.78099,0.42909,0.00352,0.84955,0.84934,0.86747,0.62253,1.06243,0.6886,0.00543,1.53031e-05,1.53031e-05,1.53031e-05
